Date,Age,Gender,Comorbidities?,Vaccination,Designation,How many hours of work per week in the current situation?,Years of service?,Patients per ICU nurse,Adequate PPE provided?,Was mental health support available?,Received Covid 19 specific training?,Tested for Covid 19?,"If tested , were you positive for Covid 19?",Living with family while working with covid 19 patients?,Personal Burnout [How often are you physically exhausted?],Score,Personal Burnout [How often are you emotionally exhausted?],Score,Personal Burnout [How often do you think: â€œI canâ€™t take it anymore?],Score,Personal Burnout [How often do you feel weak and susceptible to illness?],Score,Personal Burnout [How often do you feel worn out (extremely tired)?],Score,Domain 1,Work-related Burnout [Are you exhausted in the morning at the thought of another day at work?],Score,Work-related Burnout [Do you feel that every working hour is tiring for you?],Score,Work-related Burnout [Do you have enough energy for family and friends during leisure time?],Score,Work-related Burnout [Do you feel that your work is emotionally exhausting?],Score,Work-related Burnout [Does your work frustrate you?],Score,Work-related Burnout [Do you feel burnt out (complete physical or mental exhaustion) because of your work?],Score,Domain 2,Client Related burnout [Do you feel it is hard to work in the current scenario?],Score,Client Related burnout [Does it drain more of your energy to work during the current scenario?],Score,Client Related burnout [Do you find it fruitful while performing your work during the current scenario?],Score,Client Related burnout [Do you feel that you are giving more than what you get back while working in the current scenario?],Score,Client Related burnout [Do you hesitate to work during this current scenario?],Score,Client Related burnout [Do you feel depressed because of the current scenario?],Score,Client Related burnout [Do you feel that your patience is tested while working in the current scenario?],Score,Client Related burnout [Do you feel lock down due to the current scenario has added stress on you?],Score,Client Related burnout [Do you have fear to catch COVID-19 infection while working in the current scenario?],Score,Client Related burnout [Do you have a fear of family members catching infection because of your work exposure?],Score,Client Related burnout [Do you feel welcomed by the community because you are a health care worker and working in the current scenario?],Score,Client Related burnout [Are you thinking of any substance abuse (alcohol/drugs/smoking) during this period of lockdown?],Score,Client Related burnout [Do you have a fear of death while working in the current scenario?],Score,Client Related burnout [Do you feel you are being properly protected by the hospital while working in the current scenario?],Score,Client Related burnout [Do you feel you are being supported by colleagues during the current scenario?],Score,Domain 3,Overall Average
6/24/2021,50,Female,None,both doses,Nurse,73,16,2,Yes,No,No,Yes,No,No,Sometimes,50,Always,100,Sometimes,50,Sometimes,50,Sometimes,50,60,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Strongly agree,100,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Agree,25,Agree,75,Strongly Agree,100,Strongly Agree,0,Strongly Agree,0,73,71
6/24/2021,50,Female,None,both doses,Nurse,73,16,4,Yes,No,No,Yes,No,Yes,Rarely,25,Rarely,25,Rarely,25,Sometimes,50,Sometimes,50,35,Strongly agree,100,Undecided,50,Strongly agree,0,Strongly agree,100,Disagree,25,Disagree,25,50,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Agree,75,Strongly Agree,0,Undecided,50,Undecided,50,Strongly Agree,0,Strongly Agree,0,47,45
6/24/2021,50,Female,None,both doses,Nurse,72,16,2,Yes,No,No,Yes,No,No,Rarely,25,Rarely,25,Never,0,Rarely,25,Never,0,15,Disagree,25,Strongly disagree,0,Disagree,75,Disagree,25,Disagree,25,Disagree,25,29,Agree,75,Agree,75,Disagree,75,Strongly Agree,100,Disagree,25,Disagree,25,Undecided,50,Disagree,25,Disagree,25,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Agree,25,53,40
6/24/2021,30,Male,None,both doses,Nurse,72,5,2,Yes,No,No,No,No,No,Often,75,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,60,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,67,Agree,75,Agree,75,Strongly Agree,0,Strongly Agree,100,Agree,75,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Agree,75,Strongly Agree,100,Agree,25,Strongly Agree,0,63,63
7/5/2021,40,Male,None,both doses,Supportive Staff,60,5,0,Yes,No,No,No,No,Yes,Rarely,25,Often,75,Rarely,25,Sometimes,50,Always,100,55,Strongly disagree,0,Strongly disagree,0,Undecided,50,Disagree,25,Undecided,50,Disagree,25,25,Disagree,25,Agree,75,Strongly Agree,0,Strongly Agree,100,Strongly disagree,0,Disagree,25,Undecided,50,Disagree,25,Undecided,50,Agree,75,Agree,25,Disagree,25,Disagree,25,Disagree,75,Agree,25,40,39
7/5/2021,30,Female,None,Not taken,Supportive Staff,60,5,0,Yes,No,No,No,No,Yes,Rarely,25,Sometimes,50,Never,0,Always,100,Always,100,55,Strongly disagree,0,Disagree,25,Agree,25,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,8,Strongly disagree,0,Strongly disagree,0,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Disagree,25,Disagree,25,Strongly Agree,100,Agree,75,Undecided,50,Strongly disagree,0,Disagree,25,Undecided,50,Strongly Agree,0,23,26
7/5/2021,30,Female,None,Not taken,Supportive Staff,60,5,0,Yes,No,No,No,No,Yes,Rarely,25,Sometimes,50,Rarely,25,Often,75,Sometimes,50,45,Disagree,25,Disagree,25,Agree,25,Disagree,25,Strongly disagree,0,Strongly disagree,0,17,Strongly disagree,0,Strongly disagree,0,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Disagree,25,Disagree,25,Agree,75,Agree,75,Undecided,50,Strongly disagree,0,Disagree,25,Undecided,50,Strongly Agree,0,22,25
7/5/2021,40,Male,None,Not taken,Supportive Staff,60,5,0,Yes,No,No,No,No,Yes,Rarely,25,Sometimes,50,Never,0,Always,100,Often,75,50,Strongly disagree,0,Disagree,25,Agree,25,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,8,Strongly disagree,0,Strongly disagree,0,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Disagree,25,Disagree,25,Agree,75,Agree,75,Undecided,50,Disagree,25,Disagree,25,Strongly disagree,100,Strongly Agree,0,27,27
7/5/2021,30,Female,None,both doses,Supportive Staff,60,5,0,Yes,No,No,No,No,Yes,Rarely,25,Sometimes,50,Rarely,25,Sometimes,50,Always,100,50,Disagree,25,Strongly disagree,0,Strongly disagree,100,Disagree,25,Disagree,25,Undecided,50,38,Strongly disagree,0,Agree,75,Strongly Agree,0,Strongly Agree,100,Strongly disagree,0,Undecided,50,Undecided,50,Agree,75,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Strongly disagree,0,Strongly disagree,0,Undecided,50,Strongly Agree,0,33,38
7/5/2021,40,Female,None,both doses,Supportive Staff,60,5,0,Yes,No,No,No,No,Yes,Rarely,25,Rarely,25,Often,75,Often,75,Rarely,25,45,Disagree,25,Undecided,50,Disagree,75,Undecided,50,Disagree,25,Undecided,50,46,Agree,75,Undecided,50,Agree,25,Disagree,25,Disagree,25,Disagree,25,Agree,75,Disagree,25,Undecided,50,Undecided,50,Agree,25,Strongly disagree,0,Disagree,25,Disagree,75,Disagree,75,42,43
7/5/2021,30,Female,None,both doses,Supportive Staff,60,5,0,Yes,No,No,No,No,Yes,Never,0,Rarely,25,Sometimes,50,Often,75,Rarely,25,35,Agree,75,Disagree,25,Disagree,75,Agree,75,Disagree,25,Disagree,25,50,Disagree,25,Undecided,50,Agree,25,Strongly disagree,0,Disagree,25,Disagree,25,Undecided,50,Strongly disagree,0,Disagree,25,Agree,75,Agree,25,Strongly disagree,0,Strongly disagree,0,Disagree,75,Undecided,50,30,36
7/8/2023,40,Female,None,both doses,Supportive Staff,72,5,0,Yes,Yes,Yes,Yes,No,No,Rarely,25,Always,100,Never,0,Never,0,Never,0,25,Strongly agree,100,Undecided,50,Strongly agree,0,Agree,75,Disagree,25,Agree,75,54,Disagree,25,Disagree,25,Strongly Agree,0,Agree,75,Strongly disagree,0,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Undecided,50,43,42
7/8/2023,30,Male,Bronchial Asthma,both doses,Supportive Staff,60,5,0,Yes,Yes,No,Yes,No,Yes,Sometimes,50,Often,75,Sometimes,50,Often,75,Sometimes,50,60,Disagree,25,Strongly agree,100,Strongly agree,0,Strongly disagree,0,Agree,75,Strongly disagree,0,33,Strongly disagree,0,Strongly Agree,100,Strongly Agree,0,Strongly Agree,100,Strongly disagree,0,Disagree,25,Strongly Agree,100,Strongly disagree,0,Agree,75,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Disagree,25,Agree,25,Disagree,75,42,43
7/8/2023,40,Male,None,both doses,Doctor,72,5,0,Yes,Yes,No,No,No,Yes,Rarely,25,Never,0,Rarely,25,Rarely,25,Rarely,25,20,Disagree,25,Disagree,25,Undecided,50,Disagree,25,Disagree,25,Disagree,25,29,Disagree,25,Disagree,25,Agree,25,Agree,75,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Agree,75,Undecided,50,Disagree,25,Disagree,25,Agree,25,Agree,25,33,30
7/8/2023,30,Female,None,both doses,Nurse,60,5,1,Yes,No,No,No,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,55,Undecided,50,Strongly agree,100,Agree,25,Agree,75,Undecided,50,Agree,75,63,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Strongly Agree,100,Agree,75,Undecided,50,Agree,75,Undecided,50,Undecided,50,Disagree,25,Disagree,25,Agree,25,Agree,25,52,55
7/8/2023,40,Male,Hypertension;Diabetes Mellitus,both doses,Doctor,60,15,0,Yes,Yes,No,Yes,No,Yes,Often,75,Often,75,Always,100,Often,75,Often,75,80,Agree,75,Agree,75,Agree,25,Strongly agree,100,Strongly agree,100,Agree,75,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Undecided,50,Agree,75,Agree,75,Undecided,50,Disagree,25,Undecided,50,Disagree,75,Agree,25,65,70
7/8/2023,30,Female,None,both doses,Nurse,72,10,1,Yes,Yes,No,Yes,No,No,Never,0,Never,0,Never,0,Sometimes,50,Always,100,30,Strongly agree,100,Strongly agree,100,Undecided,50,Agree,75,Agree,75,Agree,75,79,Strongly Agree,100,Agree,75,Undecided,50,Strongly disagree,0,Disagree,25,Disagree,25,Disagree,25,Strongly disagree,0,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly disagree,25,Undecided,50,Disagree,75,Disagree,75,50,53
7/8/2023,40,Female,Depression or other psychological disease,both doses,Supportive Staff,60,10,0,Yes,No,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Often,75,Rarely,25,Sometimes,50,50,Strongly agree,100,Agree,75,Undecided,50,Strongly agree,100,Agree,75,Agree,75,79,Strongly disagree,0,Agree,75,Agree,25,Strongly Agree,100,Disagree,25,Disagree,25,Undecided,50,Disagree,25,Agree,75,Strongly Agree,100,Agree,25,Strongly disagree,25,Disagree,25,Strongly disagree,100,Disagree,75,50,57
7/8/2023,30,Female,None,both doses,Nurse,48,5,1,Yes,Yes,No,No,No,Yes,Often,75,Often,75,Often,75,Often,75,Often,75,75,Strongly agree,100,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,75,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Agree,25,Agree,75,Undecided,50,Strongly disagree,100,Strongly Agree,0,67,70
7/8/2023,30,Female,None,both doses,Nurse,48,5,0,Yes,No,No,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Rarely,25,Rarely,25,40,Undecided,50,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,63,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Strongly Agree,100,Agree,25,Agree,75,Disagree,25,Strongly disagree,100,Strongly Agree,0,57,55
7/8/2023,40,Female,None,both doses,Doctor,73,5,0,Yes,No,No,Yes,No,Yes,Always,100,Always,100,Always,100,Always,100,Always,100,100,Strongly agree,100,Agree,75,Strongly disagree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,96,Strongly Agree,100,Strongly Agree,100,Undecided,50,Undecided,50,Disagree,25,Strongly Agree,100,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Agree,75,Disagree,75,Agree,25,70,82
7/8/2023,30,Female,None,both doses,Nurse,72,5,1,No,No,No,Yes,No,No,Often,75,Often,75,Always,100,Sometimes,50,Often,75,75,Strongly agree,100,Strongly agree,100,Undecided,50,Strongly agree,100,Strongly agree,100,Strongly agree,100,92,Strongly Agree,100,Strongly Agree,100,Undecided,50,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Undecided,50,Agree,75,Strongly Agree,100,Undecided,50,Disagree,25,Undecided,50,Strongly disagree,100,Agree,25,75,79
7/8/2023,30,Female,None,Not taken,Supportive Staff,73,5,0,Yes,No,No,Yes,No,Yes,Rarely,25,Sometimes,50,Often,75,Rarely,25,Rarely,25,40,Undecided,50,Disagree,25,Disagree,75,Undecided,50,Undecided,50,Undecided,50,50,Strongly disagree,0,Undecided,50,Agree,25,Strongly Agree,100,Strongly disagree,0,Disagree,25,Disagree,25,Undecided,50,Disagree,25,Disagree,25,Disagree,75,Strongly disagree,0,Strongly disagree,0,Agree,25,Strongly Agree,0,28,36
7/8/2023,40,Prefer not to say,Bronchial Asthma;Others,1st dose only,Doctor,60,10,0,Yes,No,Yes,Yes,No,Yes,Often,75,Always,100,Often,75,Often,75,Often,75,80,Agree,75,Disagree,25,Strongly disagree,100,Strongly agree,100,Agree,75,Agree,75,75,Agree,75,Agree,75,Disagree,75,Agree,75,Agree,75,Agree,75,Agree,75,Disagree,25,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Strongly disagree,0,Agree,25,Disagree,75,62,68
7/8/2023,40,Male,None,both doses,Doctor,73,10,0,Yes,No,Yes,Yes,Yes,Yes,Sometimes,50,Sometimes,50,Rarely,25,Rarely,25,Sometimes,50,40,Undecided,50,Disagree,25,Agree,25,Undecided,50,Disagree,25,Disagree,25,33,Disagree,25,Agree,75,Undecided,50,Agree,75,Disagree,25,Disagree,25,Undecided,50,Agree,75,Undecided,50,Strongly Agree,100,Agree,25,Agree,75,Disagree,25,Strongly disagree,100,Agree,25,53,46
7/8/2023,40,Male,None,both doses,Doctor,73,10,0,Yes,No,No,Yes,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,60,Disagree,25,Undecided,50,Strongly disagree,100,Agree,75,Agree,75,Agree,75,67,Disagree,25,Agree,75,Strongly Agree,0,Strongly Agree,100,Strongly disagree,0,Undecided,50,Disagree,25,Strongly Agree,100,Agree,75,Strongly Agree,100,Undecided,50,Strongly disagree,0,Undecided,50,Disagree,75,Agree,25,50,56
7/8/2023,30,Female,None,both doses,Doctor,73,5,0,Yes,Yes,No,Yes,No,Yes,Always,100,Always,100,Sometimes,50,Sometimes,50,Sometimes,50,70,Strongly agree,100,Agree,75,Disagree,75,Agree,75,Undecided,50,Disagree,25,67,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Strongly disagree,0,Disagree,25,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly disagree,0,Agree,75,Undecided,50,Undecided,50,58,63
7/8/2023,40,Female,None,both doses,Doctor,73,10,0,Yes,No,No,Yes,No,Yes,Often,75,Always,100,Always,100,Often,75,Often,75,85,Strongly agree,100,Agree,75,Strongly disagree,100,Agree,75,Undecided,50,Agree,75,79,Agree,75,Agree,75,Undecided,50,Agree,75,Disagree,25,Undecided,50,Agree,75,Undecided,50,Strongly Agree,100,Strongly Agree,100,Undecided,50,Strongly disagree,0,Undecided,50,Undecided,50,Agree,25,57,67
7/9/2023,40,Male,None,both doses,Doctor,72,5,0,Yes,No,No,Yes,No,Yes,Always,100,Often,75,Often,75,Often,75,Always,100,85,Strongly agree,100,Undecided,50,Disagree,75,Undecided,50,Undecided,50,Undecided,50,63,Disagree,25,Agree,75,Undecided,50,Agree,75,Disagree,25,Disagree,25,Undecided,50,Disagree,25,Strongly disagree,0,Strongly disagree,0,Disagree,75,Strongly disagree,0,Strongly disagree,0,Agree,25,Agree,25,32,49
7/9/2023,40,Male,None,both doses,Doctor,73,10,0,Yes,No,Yes,No,N/A,Yes,Sometimes,50,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,35,Disagree,25,Disagree,25,Agree,25,Disagree,25,Disagree,25,Disagree,25,25,Undecided,50,Agree,75,Agree,25,Agree,75,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Agree,75,Agree,25,Undecided,50,Undecided,50,Agree,25,Agree,25,48,40
7/9/2023,40,Male,None,both doses,Doctor,73,5,0,No,Yes,No,No,N/A,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Often,75,65,Agree,75,Strongly disagree,0,Strongly agree,0,Strongly agree,100,Strongly disagree,0,Agree,75,42,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Strongly Agree,100,Strongly disagree,0,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Strongly Agree,0,58,56
7/9/2023,40,Female,None,both doses,Nurse,48,10,0,Yes,No,No,No,No,Yes,Sometimes,50,Often,75,Sometimes,50,Sometimes,50,Often,75,60,Agree,75,Agree,75,Disagree,75,Strongly agree,100,Undecided,50,Agree,75,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Undecided,50,Strongly Agree,100,Strongly Agree,100,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly disagree,100,Undecided,50,Agree,75,Undecided,50,Agree,25,75,72
7/9/2023,30,Female,None,both doses,Nurse,48,5,3,Yes,No,No,No,No,Yes,Always,100,Often,75,Often,75,Often,75,Often,75,80,Undecided,50,Agree,75,Disagree,75,Undecided,50,Disagree,25,Agree,75,58,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Strongly Agree,100,Agree,75,Agree,75,Agree,75,Undecided,50,Agree,75,Disagree,75,Agree,75,Agree,75,Agree,25,Agree,25,67,67
7/9/2023,30,Female,None,both doses,Nurse,72,5,2,No,No,No,No,No,No,Always,100,Always,100,Always,100,Always,100,Always,100,100,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Strongly Agree,100,Strongly Agree,100,Agree,25,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Agree,75,Strongly Agree,100,Disagree,75,Strongly disagree,0,Strongly Agree,100,Strongly disagree,100,Undecided,50,78,80
7/9/2023,30,Female,None,both doses,Nurse,73,5,2,Yes,No,No,No,No,No,Often,75,Often,75,Sometimes,50,Sometimes,50,Often,75,65,Undecided,50,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,63,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,62,63
7/9/2023,30,Male,None,both doses,Doctor,48,5,0,Yes,No,No,No,No,No,Rarely,25,Never,0,Never,0,Rarely,25,Rarely,25,15,Disagree,25,Disagree,25,Undecided,50,Undecided,50,Disagree,25,Disagree,25,33,Undecided,50,Undecided,50,Undecided,50,Strongly Agree,100,Undecided,50,Disagree,25,Undecided,50,Agree,75,Agree,75,Strongly Agree,100,Disagree,75,Strongly disagree,0,Agree,75,Agree,25,Undecided,50,57,43
7/9/2023,30,Male,None,both doses,Doctor,48,5,0,Yes,No,Yes,Yes,Yes,No,Often,75,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,60,Undecided,50,Disagree,25,Undecided,50,Disagree,25,Undecided,50,Disagree,25,38,Disagree,25,Undecided,50,Undecided,50,Disagree,25,Disagree,25,Disagree,25,Undecided,50,Agree,75,Undecided,50,Agree,75,Agree,25,Strongly disagree,0,Disagree,25,Undecided,50,Disagree,75,42,44
7/9/2023,30,Female,Depression or other psychological disease,both doses,Doctor,48,5,0,Yes,Yes,Yes,No,No,Yes,Often,75,Often,75,Sometimes,50,Always,100,Often,75,75,Agree,75,Undecided,50,Agree,25,Agree,75,Agree,75,Strongly agree,100,67,Strongly Agree,100,Agree,75,Agree,25,Agree,75,Disagree,25,Agree,75,Undecided,50,Agree,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Disagree,25,Disagree,25,Undecided,50,Strongly Agree,0,55,62
7/9/2023,40,Female,None,Not taken,Supportive Staff,72,5,0,Yes,No,No,Yes,No,No,Always,100,Often,75,Rarely,25,Rarely,25,Sometimes,50,55,Disagree,25,Strongly disagree,0,Agree,25,Undecided,50,Disagree,25,Agree,75,33,Undecided,50,Agree,75,Agree,25,Undecided,50,Strongly disagree,0,Disagree,25,Undecided,50,Undecided,50,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly disagree,0,Agree,75,Strongly Agree,0,Agree,25,43,43
7/10/2023,30,Male,None,both doses,Nurse,48,5,0,Yes,No,No,No,No,Yes,Sometimes,50,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,55,Agree,75,Agree,75,Strongly disagree,100,Agree,75,Strongly disagree,0,Agree,75,67,Strongly Agree,100,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Undecided,50,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly disagree,100,Undecided,50,Disagree,25,Strongly disagree,100,Strongly disagree,100,77,70
7/10/2023,40,Male,None,both doses,Supportive Staff,48,5,0,Yes,No,No,Yes,Yes,Yes,Never,0,Always,100,Never,0,Never,0,Always,100,40,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,17,Strongly disagree,0,Strongly disagree,0,Agree,25,Strongly Agree,100,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Agree,75,Strongly disagree,0,Strongly Agree,0,Strongly disagree,100,27,27
7/10/2023,40,Female,None,1st dose only,Supportive Staff,72,5,0,No needed,No,No,No,No,Yes,Rarely,25,Sometimes,50,Rarely,25,Rarely,25,Never,0,25,Disagree,25,Strongly disagree,0,Strongly disagree,100,Strongly disagree,0,Disagree,25,Strongly disagree,0,25,Strongly disagree,0,Strongly disagree,0,Agree,25,Undecided,50,Strongly disagree,0,Strongly disagree,0,Disagree,25,Disagree,25,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly disagree,0,Disagree,25,Disagree,75,Agree,25,32,29
7/10/2023,40,Male,Diabetes Mellitus,both doses,Supportive Staff,48,5,0,No,No,No,Yes,No,Yes,Often,75,Always,100,Often,75,Always,100,Often,75,85,Undecided,50,Disagree,25,Strongly agree,0,Agree,75,Agree,75,Agree,75,50,Agree,75,Strongly Agree,100,Strongly Agree,0,Agree,75,Strongly disagree,0,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Strongly Agree,0,53,59
7/10/2023,50,Female,Hypertension,both doses,Nurse,48,16,0,No needed,No,No,Yes,No,Yes,Sometimes,50,Often,75,Sometimes,50,Often,75,Often,75,65,Agree,75,Disagree,25,Undecided,50,Agree,75,Disagree,25,Disagree,25,46,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Agree,75,Undecided,50,Agree,75,Agree,75,Strongly Agree,100,Undecided,50,Disagree,25,Agree,75,Disagree,75,Agree,25,60,58
7/10/2023,50,Female,None,both doses,Nurse,60,16,0,No needed,No,No,Yes,No,Yes,Often,75,Often,75,Often,75,Sometimes,50,Sometimes,50,65,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Undecided,50,67,Agree,75,Agree,75,Agree,25,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Agree,75,Undecided,50,Agree,75,Undecided,50,Disagree,25,Disagree,25,Agree,25,Agree,25,48,56
7/10/2023,50,Female,Hypertension;Diabetes Mellitus,both doses,Nurse,60,16,0,No needed,No,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,Sometimes,50,55,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,71,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Undecided,50,Undecided,50,Undecided,50,63,63
7/10/2023,60,Female,Hypertension,both doses,Nurse,73,16,0,No needed,No,No,Yes,No,No,Sometimes,50,Sometimes,50,Never,0,Never,0,Sometimes,50,30,Disagree,25,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,63,Strongly Agree,100,Agree,75,Agree,25,Undecided,50,Undecided,50,Disagree,25,Undecided,50,Agree,75,Disagree,25,Disagree,25,Undecided,50,Disagree,25,Disagree,25,Agree,25,Agree,25,43,45
7/10/2023,30,Male,None,both doses,Doctor,60,5,0,Yes,No,No,Yes,No,No,Always,100,Always,100,Often,75,Sometimes,50,Always,100,85,Strongly agree,100,Disagree,25,Strongly disagree,100,Agree,75,Disagree,25,Agree,75,67,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Disagree,25,Undecided,50,Strongly disagree,100,Agree,25,60,66
7/10/2023,30,Female,None,both doses,Doctor,60,5,0,Yes,No,No,Yes,No,No,Always,100,Always,100,Sometimes,50,Rarely,25,Always,100,75,Strongly agree,100,Disagree,25,Strongly disagree,100,Undecided,50,Disagree,25,Agree,75,63,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Agree,75,Agree,75,Agree,75,Disagree,25,Agree,75,Agree,25,Disagree,25,Disagree,25,Strongly disagree,100,Agree,25,53,60
7/11/2023,50,Female,None,both doses,Doctor,73,15,0,Yes,Yes,No,No,No,Yes,Sometimes,50,Often,75,Sometimes,50,Sometimes,50,Often,75,60,Agree,75,Agree,75,Disagree,75,Agree,75,Agree,75,Agree,75,75,Agree,75,Agree,75,Undecided,50,Strongly Agree,100,Strongly disagree,0,Agree,75,Agree,75,Agree,75,Disagree,25,Strongly Agree,100,Disagree,75,Disagree,25,Disagree,25,Disagree,75,Disagree,75,62,64
7/11/2023,30,Female,None,both doses,Doctor,73,5,0,Yes,No,No,No,N/A,Yes,Sometimes,50,Often,75,Sometimes,50,Rarely,25,Rarely,25,45,Disagree,25,Undecided,50,Agree,25,Agree,75,Undecided,50,Undecided,50,46,Agree,75,Agree,75,Undecided,50,Undecided,50,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Agree,75,Undecided,50,Disagree,25,Disagree,25,Agree,25,Agree,25,40,42
